id,name,picture_url,xl_picture_url,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_neighbourhood,host_listings_count,host_total_listings_count,street,neighbourhood_group_cleansed,city,state,zipcode,market,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,has_availability,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_private_rooms,reviews_per_month
22209813,Downtown Lux 1BD 7 F,https://a0.muscache.com/im/pictures/50ec842a-2e7b-494a-aa13-97e196118709.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61542,-122.33318,Apartment,Entire home/apt,3,1,1,1,600,225,,,500,89,2,30,2,1125,t,1,0,2018-02-04,2018-02-04,100,8,10,10,10,8,10,t,352,0,0.05
22209817,Downtown Lux 1BD 2 F,https://a0.muscache.com/im/pictures/6723cce1-1d23-4a08-922e-ee8162617e59.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61574,-122.33284,Apartment,Entire home/apt,3,1,1,1,600,225,,,500,89,2,30,2,1125,t,2,0,2018-02-11,2018-04-18,80,6,10,8,9,10,10,t,352,0,0.1
22209825,Downtown Lux 1BD 5 F,https://a0.muscache.com/im/pictures/eefd1963-8121-464e-a83b-b4e736ac00c7.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61679,-122.33379,Apartment,Entire home/apt,3,1,1,1,600,225,,,500,89,2,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22210078,Unbeatable 100 Walkscore 1BD 5 w/ balcony F,https://a0.muscache.com/im/pictures/0777ec79-dd32-488a-aaa1-6df522792625.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Capitol Hill,Seattle,WA,98122,Seattle,United States,47.61619,-122.3263,Apartment,Entire home/apt,3,1,1,1,600,169,,,500,89,2,30,21,1125,t,3,3,2018-12-29,2019-07-29,80,9,8,7,8,10,9,t,352,0,0.34
22210364,Downtown Capitol Hill Condo 1BD 27 F,https://a0.muscache.com/im/pictures/45a06bd0-075e-4ff0-9193-85d4f8f6c0b7.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61014,-122.32977,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,1,0,2018-03-16,2018-03-16,80,10,10,6,6,10,10,t,352,0,0.05
22210383,Downtown Capitol Hill Condo 2BD 23 F,https://a0.muscache.com/im/pictures/1db61a4b-d49b-40a0-83c5-1923c812f26c.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61038,-122.3307,Apartment,Entire home/apt,4,2,2,2,1000,330,,,500,129,4,30,2,1125,t,1,1,2019-05-28,2019-05-28,80,10,10,10,8,10,8,t,352,0,0.25
22210390,Downtown Capitol Hill Condo 2BD 21 F,https://a0.muscache.com/im/pictures/5b1669cd-f5da-43a9-8ae3-d2984ee6e4bf.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.60864,-122.32928,Apartment,Entire home/apt,4,2,2,2,1000,330,,,500,129,4,30,2,1125,t,1,1,2018-11-23,2018-11-23,100,10,10,10,8,10,10,t,352,0,0.1
22210397,Downtown Capitol Hill Condo 2BD 22 F,https://a0.muscache.com/im/pictures/bdd844d5-0073-40c9-b463-beec0aa63da7.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.60934,-122.33016,Apartment,Entire home/apt,4,2,2,2,1000,330,,,500,129,4,30,2,1125,t,2,2,2019-01-06,2019-08-16,100,7,10,9,10,8,9,t,352,0,0.23
22210408,Downtown Capitol Hill Condo 2BD 24 F,https://a0.muscache.com/im/pictures/54f20bbe-16b7-4009-91d5-0253fefb3474.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.60999,-122.32993,Apartment,Entire home/apt,4,2,2,2,1000,330,,,500,129,4,30,2,1125,t,6,6,2018-10-15,2019-03-30,90,9,10,9,10,10,9,t,352,0,0.52
22210545,100 Walkscore Broadway Modern Apartments Studio F,https://a0.muscache.com/im/pictures/59609e77-ec54-4bca-b8b3-7683f226fcd7.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98122,Seattle,United States,47.61264,-122.31902,Apartment,Entire home/apt,3,1,0,1,500,169,,,500,89,2,30,2,1125,t,2,1,2018-04-17,2019-06-02,70,6,6,7,9,9,8,t,352,0,0.11
22210556,Downtown Capitol Hill Condo 1BD 12 F,https://a0.muscache.com/im/pictures/c5394975-afac-4e8e-9467-b3185b281ae0.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61037,-122.33041,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,4,1,2018-05-04,2019-08-18,100,10,10,10,10,10,10,t,352,0,0.24
22210565,Downtown Capitol Hill Condo Open 1BD 10 F,https://a0.muscache.com/im/pictures/01e81c67-ede3-43d3-b44d-49adac3196c1.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.60896,-122.32887,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,1,1,2018-12-08,2018-12-08,100,10,10,10,6,10,10,t,352,0,0.1
22210570,Downtown Capitol Hill Condo 1BD F,https://a0.muscache.com/im/pictures/77daf1c9-1b73-4c03-aada-a366b2acf27e.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61032,-122.32832,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22210581,Downtown Capitol Hill Condo 1BD 2 F,https://a0.muscache.com/im/pictures/5ac0673b-7fd0-4cb1-b1de-b38fc5c3a13f.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.60915,-122.33015,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22210591,Downtown Capitol Hill Condo 1BD 8 F,https://a0.muscache.com/im/pictures/6052c112-5ce8-4871-a077-73c43423811b.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.60881,-122.32988,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22210598,Downtown Capitol Hill Condo 1BD 9 F,https://a0.muscache.com/im/pictures/03d9eaba-9e9f-4f0f-9af4-7433ab448e6a.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61003,-122.32859,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,1,1,2018-12-09,2018-12-09,80,10,10,10,6,10,10,t,352,0,0.1
22210613,Downtown Capitol Hill Condo Open 2BD F,https://a0.muscache.com/im/pictures/4aa18cec-954e-45a1-a946-999581ddebad.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61004,-122.32898,Apartment,Entire home/apt,4,1,2,2,1000,330,,,500,129,4,30,2,1125,t,1,0,2018-04-14,2018-04-14,80,8,10,10,10,10,10,t,352,0,0.06
22210620,Downtown Capitol Hill Condo 1BD 4 F,https://a0.muscache.com/im/pictures/27f20b5c-3710-46db-8de6-4097eb0b01e3.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61067,-122.32868,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,1,1,2019-08-24,2019-08-24,100,10,10,10,10,10,10,t,352,0,1
22210627,Downtown Capitol Hill Condo 1BD 15 F,https://a0.muscache.com/im/pictures/855c9513-1722-4d31-bb47-73dfc152258e.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.6106,-122.3286,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,3,1,2018-06-10,2019-08-09,93,10,10,10,10,10,10,t,352,0,0.19
22210633,Downtown Capitol Hill Condo 1BD 16 F,https://a0.muscache.com/im/pictures/15903969-387c-4080-b269-60fe98ba0ac7.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.60948,-122.32993,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22210641,Downtown Capitol Hill Condo 1BD 18 F,https://a0.muscache.com/im/pictures/0afffb4a-9acd-4488-b76f-4c96dbabda95.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.60852,-122.32866,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22210647,Downtown Capitol Hill Condo 2BD 19 F,https://a0.muscache.com/im/pictures/78028c05-4f50-465a-bd43-01a38c871bab.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.60908,-122.32846,Apartment,Entire home/apt,4,2,2,2,1000,330,,,500,129,4,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22210651,Downtown Capitol Hill Condo 2BD 20 F,https://a0.muscache.com/im/pictures/f139be22-1a13-4ca0-9cf8-bdd8d8b9fcce.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.60948,-122.32846,Apartment,Entire home/apt,4,2,2,2,1000,330,,,500,129,4,30,2,1125,t,1,1,2018-10-21,2018-10-21,100,10,10,10,10,10,10,t,352,0,0.09
22210658,Downtown Capitol Hill Condo 1BD 25 F,https://a0.muscache.com/im/pictures/b4f77a39-4731-4287-b435-5c2a84206e65.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61003,-122.3303,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,2,1,2018-04-15,2019-08-23,90,10,9,6,7,10,10,t,352,0,0.11
22210669,Downtown Capitol Hill Condo 1BD 26 F,https://a0.muscache.com/im/pictures/4a0493b7-e201-4282-8bd3-87a4f3974167.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.60925,-122.32917,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22210716,Unbeatable 100 Walkscore 1BD 4 w/ balcony F,https://a0.muscache.com/im/pictures/e5506ddd-ab8e-4086-9dad-580c4ecfa53e.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Capitol Hill,Seattle,WA,98122,Seattle,United States,47.61581,-122.32788,Apartment,Entire home/apt,3,1,1,1,600,169,,,500,89,2,30,21,1125,t,2,2,2018-10-20,2019-07-03,80,9,10,10,8,10,9,t,352,0,0.18
22210739,Unbeatable 100 Walkscore 1BD 2 w/ balcony F,https://a0.muscache.com/im/pictures/b45acc3d-d584-4dfd-a4f3-97415e8b5f7a.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Capitol Hill,Seattle,WA,98122,Seattle,United States,47.61568,-122.32595,Apartment,Entire home/apt,3,1,1,1,600,169,,,500,89,2,30,21,1125,t,2,2,2018-09-23,2019-05-28,100,10,10,10,10,10,9,t,352,0,0.16
22210756,Unbeatable 100 Walkscore 1BD 3 w/ balcony F,https://a0.muscache.com/im/pictures/2daf21c6-fcf8-4481-8bf6-1a7d4f0b93c5.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Capitol Hill,Seattle,WA,98122,Seattle,United States,47.61623,-122.3268,Apartment,Entire home/apt,3,1,1,1,600,169,,,500,89,2,30,21,1125,t,1,1,2019-08-14,2019-08-14,80,8,10,10,10,10,10,t,352,0,0.75
22210770,Unbeatable 100 Walkscore Studio F,https://a0.muscache.com/im/pictures/3b81f8f3-7d02-4f4e-ae9b-024f1c330ae0.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Capitol Hill,Seattle,WA,98122,Seattle,United States,47.61474,-122.32797,Apartment,Entire home/apt,3,1,0,1,600,169,,,500,89,2,30,21,1125,t,4,3,2018-06-17,2019-06-16,85,7,9,10,10,10,9,t,352,0,0.26
22210787,Unbeatable 100 Walkscore 2BD F,https://a0.muscache.com/im/pictures/0d48ce28-993c-4c4b-95a1-3734a3def617.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Capitol Hill,Seattle,WA,98122,Seattle,United States,47.6159,-122.32631,Apartment,Entire home/apt,4,2,2,2,1000,300,,,500,129,4,30,21,1125,t,0,0,,,,,,,,,,t,352,0,
22211633,Downtown Capitol Hill Condo Open 1 BD 11 F,https://a0.muscache.com/im/pictures/662681a1-f004-4c13-ae59-8fb686f33ba7.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.60898,-122.33017,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22211701,Downtown Capitol Hill Condo Open 1BD 14 F,https://a0.muscache.com/im/pictures/9de7bc85-bdc1-4985-91ef-9a999c94a05e.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.60996,-122.32901,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22211774,Downtown Capitol Hill Condo Open 1BD 13 F,https://a0.muscache.com/im/pictures/bf376217-74d6-4a0f-a26f-24401e03aff9.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61082,-122.32903,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,2,1,2018-04-02,2019-03-23,100,10,9,10,10,9,9,t,352,0,0.11
22212943,Belltown Waterfront Suite 1BD 4 F,https://a0.muscache.com/im/pictures/60e39db4-da6e-432e-9fdc-fac6c7aa3507.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98121,Seattle,United States,47.61365,-122.35287,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22212957,Belltown Waterfront Suite 1BD F,https://a0.muscache.com/im/pictures/d1139462-a18f-4c50-b98c-dc749dc335ce.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98121,Seattle,United States,47.61398,-122.34934,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22212976,Belltown Waterfront Suite 1BD 5 F,https://a0.muscache.com/im/pictures/60ed1f10-5df5-4f5f-b05b-6928c71c86fa.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98121,Seattle,United States,47.61487,-122.35275,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22212986,Belltown Waterfront Suite 2BD F,https://a0.muscache.com/im/pictures/161cafb5-1c7c-47c8-aecf-5295f2fae8ae.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98121,Seattle,United States,47.61188,-122.34862,Apartment,Entire home/apt,4,1,2,2,1000,290,,,500,129,4,30,2,1125,t,2,0,2018-04-01,2018-07-22,100,10,10,10,10,10,10,t,352,0,0.11
22212996,Belltown Waterfront Suite 1BD 6 F,https://a0.muscache.com/im/pictures/7d222fdf-9e4a-4fab-9219-6bbc4ae1b71d.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98121,Seattle,United States,47.61179,-122.3484,Apartment,Entire home/apt,3,1,1,1,842,219,,,500,89,2,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22213001,Belltown Waterfront Suite studio 1 F,https://a0.muscache.com/im/pictures/33b50620-060c-4338-83e4-16a9863a0ff2.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98121,Seattle,United States,47.61319,-122.34921,Apartment,Entire home/apt,3,1,0,1,580,169,,,500,89,2,30,2,1125,t,3,0,2018-06-22,2018-06-28,80,9,7,7,10,10,7,t,352,0,0.2
22213007,Belltown Waterfront Suite 2BD 2 F,https://a0.muscache.com/im/pictures/9f16c9f6-baae-40ca-bd7d-0da0848f32a1.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98121,Seattle,United States,47.61346,-122.34851,Apartment,Entire home/apt,4,2,2,2,1000,290,,,500,129,4,30,2,1125,t,4,1,2018-03-19,2018-10-13,100,10,10,10,10,10,9,t,352,0,0.22
22213214,Downtown Lux 1BD 6 F,https://a0.muscache.com/im/pictures/12339e48-1f52-4412-8cec-6bdfcee6a035.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.6154,-122.33319,Apartment,Entire home/apt,3,1,1,1,600,225,,,500,89,2,30,2,1125,t,1,1,2019-06-25,2019-06-25,40,10,10,6,8,10,6,t,352,0,0.33
22213217,Sky High Water View 1BD King F,https://a0.muscache.com/im/pictures/d8373c4d-e8f0-4c42-9656-bee9f3be7b34.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61574,-122.33289,Apartment,Entire home/apt,3,1,1,1,600,225,,,500,89,2,30,2,1125,t,11,6,2018-03-06,2019-09-07,85,7,9,9,9,10,9,t,352,0,0.58
22213223,Waterfront Ferry Condos 1BD/1BA 2 F,https://a0.muscache.com/im/pictures/19d3aaae-b88d-499a-8443-0a3a97b40faf.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98104,Seattle,United States,47.60012,-122.33548,Apartment,Entire home/apt,3,1,1,1,500,199,,,500,89,2,30,2,1125,t,4,0,2018-02-02,2018-06-29,95,10,10,10,10,10,10,t,352,0,0.2
22213237,Waterfront Ferry Condos 1BD/1BA 6 F,https://a0.muscache.com/im/pictures/cbb79fd1-b285-49c2-96ed-a1eb7d3b30ec.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98104,Seattle,United States,47.59988,-122.33582,Apartment,Entire home/apt,3,1,1,1,500,199,,,500,89,2,30,2,1125,t,1,0,2018-02-23,2018-02-23,100,10,10,10,10,10,10,t,352,0,0.05
22213251,Waterfront Ferry Condos 1BD/1BA 5 F,https://a0.muscache.com/im/pictures/b64a5400-e674-4605-9736-f8d0d40fb1e5.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98104,Seattle,United States,47.60055,-122.33446,Apartment,Entire home/apt,3,1,1,1,500,199,,,500,89,2,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22213270,Waterfront Ferry Condos 1BD/1BA 3 F,https://a0.muscache.com/im/pictures/569a7f87-76f6-43d9-8c23-ab0aa5777ad1.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98104,Seattle,United States,47.60103,-122.33429,Apartment,Entire home/apt,3,1,1,1,500,199,,,500,89,2,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22213279,Waterfront Ferry Condos 1BD/1BA 1 with Waterview F,https://a0.muscache.com/im/pictures/6049702b-c1a4-4290-a23f-c89fb2f84ce1.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98104,Seattle,United States,47.59991,-122.33446,Apartment,Entire home/apt,3,1,1,1,500,199,,,500,89,2,30,2,1125,t,4,1,2018-01-30,2019-06-18,85,8,10,8,9,10,10,t,352,0,0.2
22213295,Waterfront Ferry Condos 2BA/1BR 1 F,https://a0.muscache.com/im/pictures/f8189385-6f2a-4161-8f4f-82c01110abea.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98104,Seattle,United States,47.60116,-122.33479,Apartment,Entire home/apt,4,1,2,2,900,300,,,500,129,4,30,2,1125,t,3,1,2018-03-25,2019-04-12,93,8,10,9,10,10,10,t,352,0,0.16
22213305,Belltown Waterfront Suite 1BD 2 F,https://a0.muscache.com/im/pictures/c9b217e7-3848-47cd-84ca-2b3d46660b91.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Downtown,Seattle,WA,98121,Seattle,United States,47.61165,-122.34848,Apartment,Entire home/apt,3,1,1,1,600,219,,,500,89,2,30,2,1125,t,0,0,,,,,,,,,,t,352,0,
22213318,Unbeatable 100 Walkscore 2BD 2 F,https://a0.muscache.com/im/pictures/ca991353-312d-406f-b99b-1c56e026aacf.jpg?aki_policy=large,,8534462,Corp Condos & Apts,2013-08-30,"Seattle, Washington, United States",within an hour,99%,Pike Place Market,951,951,"Seattle, WA, United States",Capitol Hill,Seattle,WA,98122,Seattle,United States,47.61611,-122.32751,Apartment,Entire home/apt,4,2,2,2,1000,300,,,500,129,4,30,21,1125,t,0,0,,,,,,,,,,t,352,0,
22214178,"Large house in Ballard, great for groups!",https://a0.muscache.com/im/pictures/7db712a6-cbfc-4fcc-93d2-8e814c2619eb.jpg?aki_policy=large,,49746158,Todd,2015-11-23,"Seattle, Washington, United States",within an hour,91%,Ballard,3,3,"Seattle, WA, United States",Ballard,Seattle,WA,98107,Seattle,United States,47.66798,-122.36453,House,Entire home/apt,14,1,1,2,,650,,,,,1,0,3,1125,t,0,0,,,,,,,,,,t,3,0,
22216760,Harmonious & Cozy Mother-In-Law Studio near UW,https://a0.muscache.com/im/pictures/049561f6-f6e0-4c23-902f-60fc8ee9b775.jpg?aki_policy=large,,119189276,Marisa,2017-03-04,"Tacoma, Washington, United States",N/A,N/A,University District,1,1,"Seattle, WA, United States",University District,Seattle,WA,98105,Seattle,United States,47.66621,-122.30824,Guest suite,Entire home/apt,5,1,0,1,,78,,,,95,2,5,1,1125,t,49,12,2017-12-14,2019-08-02,95,10,9,10,10,10,9,t,1,0,2.27
