id,name,picture_url,host_id,host_name,host_since,host_response_time,host_response_rate,host_listings_count,neighbourhood_group_cleansed,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,monthly_price 
22958194,"Cruise ships, Gumwall & Pike Place Downtown Suite!",https://a0.muscache.com/im/pictures/b69c94bf-b427-4f51-a14b-41fd93b8d1ee.jpg?aki_policy=large,117677707,David,2017-02-22,within an hour,100%,6.0,Downtown,Seattle,WA,98101,47.608090000000004,-122.34078000000001,Apartment,Entire home/apt,4,1.0,1.0,3.0,unknown,140,unknown,unknown,0.0,55.0,2,1,1125,98.0,10.0,9.0,10.0,10.0,2,10.56,unknown
22961864,"Haller Lake 4BR/4.5BA w/ Private Studio, Courtyard",https://a0.muscache.com/im/pictures/534ba7cb-468e-4a21-abff-ae64554cf670.jpg?aki_policy=large,140236800,TurnKey Vacation Rentals,2017-07-13,within an hour,100%,64.0,Northgate,Seattle,WA,98125,47.73152,-122.32755,House,Entire home/apt,8,4.5,4.0,4.0,unknown,329,unknown,unknown,0.0,319.0,8,2,1125,93.0,10.0,10.0,10.0,9.0,49,0.31,unknown
22961876,Luxe Haller Lake All-Suite 3BR,https://a0.muscache.com/im/pictures/c39eaf89-3f38-4eb9-9386-1fe384167921.jpg?aki_policy=large,140236800,TurnKey Vacation Rentals,2017-07-13,within an hour,100%,64.0,Northgate,Seattle,WA,98125,47.73104,-122.32688999999999,Condominium,Entire home/apt,6,3.5,3.0,3.0,unknown,231,unknown,unknown,0.0,264.0,6,2,1125,97.0,10.0,9.0,9.0,9.0,49,0.4,unknown
22965744,Private Room & Entrance in Central Seattle Home,https://a0.muscache.com/im/pictures/7facf4e0-fe4d-4b6d-9208-b00bf40f38a0.jpg?aki_policy=large,143908763,Croix,2017-08-02,within an hour,100%,1.0,Central Area,Seattle,WA,98122,47.60801,-122.29611000000001,House,Private room,2,1.0,1.0,1.0,unknown,75,unknown,unknown,250.0,5.0,1,2,1125,99.0,10.0,10.0,10.0,10.0,1,7.8,unknown
22973140,Space Needle 1br Corporate Housing 13 DE,https://a0.muscache.com/im/pictures/51809c07-478e-449d-a523-bfc911e9ec09.jpg?aki_policy=large,50550045,Day 1,2015-12-04,within an hour,100%,170.0,Downtown,Seattle,WA,98121,47.616240000000005,-122.34965,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,155,unknown,unknown,300.0,75.0,2,5,1125,92.0,9.0,9.0,10.0,9.0,159,1.46,unknown
22983501,Crown Hill Master Retreat,https://a0.muscache.com/im/pictures/d1af3a39-08ed-41a5-baea-8d4e7e77a4a4.jpg?aki_policy=large,170418406,Faith,2018-01-28,within an hour,100%,3.0,Other neighborhoods,Seattle,WA,98117,47.693220000000004,-122.36736,House,Private room,1,1.0,1.0,1.0,unknown,119,unknown,unknown,0.0,30.0,1,1,30,93.0,10.0,9.0,9.0,9.0,3,0.56,unknown
22985256,Townhouse in the city,https://a0.muscache.com/im/pictures/0f987ef4-7759-4ed1-9a80-fc8cded027de.jpg?aki_policy=large,94417265,Blair,2016-09-09,unknown,unknown,1.0,Central Area,Seattle,WA,98144,47.596509999999995,-122.29771000000001,Townhouse,Entire home/apt,4,2.0,1.0,2.0,unknown,44,unknown,unknown,0.0,20.0,1,2,1125,92.0,10.0,10.0,10.0,10.0,1,0.38,unknown
22995352,"Modern and comfortable, and right on Light Rail",https://a0.muscache.com/im/pictures/cbbf26fb-494b-4f40-826a-759150d33823.jpg?aki_policy=large,26448905,Luke,2015-01-21,unknown,unknown,1.0,Beacon Hill,Seattle,WA,98144,47.58013,-122.31475,Townhouse,Private room,2,1.5,1.0,1.0,unknown,50,unknown,unknown,200.0,20.0,1,2,1125,100.0,10.0,10.0,10.0,10.0,1,0.1,unknown
22996081,Bright Cape Cod in the Trees Near Lake Washington,https://a0.muscache.com/im/pictures/95b4d132-c730-44db-8aad-4d24af34a0e4.jpg?aki_policy=large,1866981,Jennifer,2012-03-05,within a day,100%,1.0,Lake City,Seattle,WA,98125,47.731790000000004,-122.28976000000002,House,Entire home/apt,6,2.0,3.0,3.0,unknown,200,unknown,unknown,0.0,125.0,3,3,1125,100.0,10.0,10.0,10.0,10.0,1,0.14,unknown
22997927,West Seattle Hideaway,https://a0.muscache.com/im/pictures/6036dfe8-2f6a-437a-b080-b30c6457d15d.jpg?aki_policy=large,146226507,Aric,2017-08-15,within an hour,100%,1.0,Delridge,Seattle,WA,98106,47.53906,-122.36137,Guest suite,Private room,4,1.0,0.0,2.0,unknown,100,unknown,unknown,0.0,25.0,1,1,1125,97.0,10.0,10.0,10.0,10.0,1,1.27,unknown
22998492,Urban Farm Retreat in West Seattle,https://a0.muscache.com/im/pictures/351399e7-e473-45e4-a2e7-ed8986e66fe8.jpg?aki_policy=large,105327961,Heather,2016-11-27,within an hour,100%,1.0,Delridge,Seattle,WA,98106,47.54854,-122.35968000000001,House,Private room,2,1.0,1.0,1.0,unknown,40,unknown,unknown,0.0,30.0,1,2,90,98.0,10.0,10.0,10.0,10.0,1,1.55,unknown
22999858,Downtown Seattle w/ Large Kitchen and Bathroom,https://a0.muscache.com/im/pictures/fc819e60-8ff7-41fe-be41-3f9de80c5741.jpg?aki_policy=large,20493911,Kevin,2014-08-24,within an hour,100%,10.0,Downtown,Seattle,WA,98121,47.614779999999996,-122.34477,Apartment,Entire home/apt,2,1.0,0.0,1.0,unknown,183,unknown,unknown,0.0,45.0,3,1,90,97.0,10.0,10.0,10.0,9.0,10,7.02,unknown
22999891,Comfy Convenient Cap Hill - Downtown Clean Studio,https://a0.muscache.com/im/pictures/217c691c-2733-42f1-b591-bf2aebd4f08c.jpg?aki_policy=large,147140337,Levi,2017-08-22,within an hour,99%,10.0,Central Area,Seattle,WA,98122,47.609759999999994,-122.29677,Apartment,Entire home/apt,2,1.0,0.0,1.0,unknown,150,unknown,unknown,250.0,50.0,1,1,1125,97.0,10.0,10.0,10.0,9.0,4,5.08,unknown
23001080,Stylish Room in a Modern Bungalow just Steps from Light Rail,"https://a0.muscache.com/4ea/air/v2//pictures/d24807d5-4691-4a26-bfc3-43be3c9e64b2.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",51002035,Ryan,2015-12-10,within an hour,100%,4.0,Rainier Valley,Seattle,WA,98118,47.54233,-122.28013999999999,Bungalow,Private room,2,1.0,1.0,1.0,unknown,40,unknown,unknown,100.0,20.0,1,1,4,100.0,10.0,10.0,10.0,10.0,5,5.73,unknown
23002320,Bright and sunny home in Pinehurst-Dogs welcome!,https://a0.muscache.com/im/pictures/326f252c-2c94-44ad-baeb-7f39247c4cfd.jpg?aki_policy=large,170621331,Tashana,2018-01-29,unknown,unknown,1.0,Northgate,Seattle,WA,98125,47.71504,-122.31466999999999,House,Entire home/apt,6,1.0,2.0,3.0,unknown,115,unknown,unknown,300.0,150.0,4,3,30,93.0,10.0,9.0,10.0,9.0,1,1.24,unknown
23004148,Cozy and sweet apartment near UW,https://a0.muscache.com/im/pictures/93694058-84fc-4fbf-bc1c-bb5cdb796b5a.jpg?aki_policy=large,46885447,Leqi,2015-10-18,unknown,unknown,2.0,Other neighborhoods,Seattle,WA,98115,47.673629999999996,-122.25958,Apartment,Entire home/apt,5,1.0,2.0,3.0,unknown,100,unknown,unknown,0.0,60.0,5,7,20,80.0,10.0,8.0,10.0,10.0,2,0.05,unknown
23009897,Bright 2BR w/ Private Rooftop Patio,https://a0.muscache.com/im/pictures/5877191b-f9fd-4edd-800f-57da9ca47dee.jpg?aki_policy=large,140236800,TurnKey Vacation Rentals,2017-07-13,within an hour,100%,64.0,Other neighborhoods,Seattle,WA,98103,47.658970000000004,-122.34756000000002,Townhouse,Entire home/apt,4,2.0,2.0,3.0,unknown,117,unknown,unknown,0.0,204.0,4,2,1125,93.0,9.0,9.0,9.0,9.0,49,1.03,unknown
23018202,"Cute, quiet and super central! Easy parking",https://a0.muscache.com/im/pictures/0eb5feb3-2063-461a-ba2c-35c7db41df8c.jpg?aki_policy=large,13634020,Camilo,2014-03-28,unknown,unknown,1.0,Other neighborhoods,Seattle,WA,98103,47.67564,-122.3295,House,Private room,2,2.0,4.0,1.0,unknown,50,unknown,unknown,0.0,20.0,1,2,30,92.0,9.0,9.0,9.0,9.0,1,0.85,unknown
23021387,Modern private room in West Seattle with bathroom,https://a0.muscache.com/im/pictures/5042bd9d-adbf-4524-8766-e2d99fb83b6d.jpg?aki_policy=large,30670491,Andrew,2015-04-05,within an hour,100%,1.0,West Seattle,Seattle,WA,98116,47.56792,-122.38678999999999,Apartment,Private room,2,1.0,1.0,1.0,unknown,80,unknown,unknown,0.0,25.0,1,2,1125,94.0,10.0,10.0,10.0,10.0,1,1.27,unknown
23022839,West Seattle Escape,https://a0.muscache.com/im/pictures/fbb48c95-f124-47dc-8d7a-a933dd9abe18.jpg?aki_policy=large,110553050,Nick,2017-01-08,within an hour,100%,2.0,Delridge,Seattle,WA,98106,47.53411,-122.36055,House,Entire home/apt,10,2.0,3.0,3.0,unknown,152,unknown,unknown,0.0,50.0,6,2,30,98.0,10.0,10.0,10.0,10.0,2,0.62,unknown
23025593,Comfy Convenient Downtown & Cap. Hill Clean,https://a0.muscache.com/im/pictures/803fee2c-ccbb-4a83-966e-836d6c399558.jpg?aki_policy=large,107456887,Melissa,2016-12-16,within an hour,100%,5.0,Capitol Hill,Seattle,WA,98122,47.616170000000004,-122.32715,Apartment,Entire home/apt,3,1.0,1.0,1.0,unknown,150,unknown,unknown,200.0,65.0,2,1,1125,98.0,10.0,10.0,9.0,10.0,3,4.56,unknown
23026582,Bright & Spacious Ballard Room,https://a0.muscache.com/im/pictures/3fc8cad7-7ce0-4038-9aea-785e1ab0dc07.jpg?aki_policy=large,126967830,Yohannah,2017-04-21,unknown,unknown,1.0,Ballard,Seattle,WA,98107,47.67002,-122.36483,House,Private room,1,1.0,1.0,1.0,unknown,35,unknown,unknown,0.0,50.0,1,1,30,100.0,10.0,9.0,10.0,10.0,1,0.22,unknown
23029517,"Historic 2BR in Madrona, Near Bus",https://a0.muscache.com/im/pictures/cbdd700b-fe74-439f-aa03-346e423e725c.jpg?aki_policy=large,140236800,TurnKey Vacation Rentals,2017-07-13,within an hour,100%,64.0,Central Area,Seattle,WA,98122,47.61461,-122.29695,House,Entire home/apt,4,1.0,2.0,2.0,unknown,75,unknown,unknown,0.0,194.0,4,2,1125,91.0,10.0,9.0,10.0,9.0,49,0.86,unknown
23038660,Captivating Elliot Bay 2 Bedroom!,https://a0.muscache.com/im/pictures/79dcc0f6-86a5-4dbc-a844-8d60bd063b3d.jpg?aki_policy=large,4962900,Stay Alfred,2013-02-04,within an hour,98%,1795.0,Downtown,Seattle,WA,98121,47.61509,-122.35411,Apartment,Entire home/apt,5,2.0,2.0,3.0,unknown,999,unknown,unknown,0.0,109.0,1,2,1125,82.0,10.0,10.0,10.0,9.0,92,0.48,unknown
23042701,Spacious private room located in a convenient area,https://a0.muscache.com/im/pictures/89ba6239-ae11-4472-b2e0-a695968c3d2c.jpg?aki_policy=large,4090090,Barry,2012-11-08,within an hour,100%,2.0,Central Area,Seattle,WA,98122,47.6171,-122.2947,House,Private room,2,1.0,1.0,1.0,unknown,50,unknown,unknown,0.0,20.0,1,2,1125,99.0,10.0,10.0,10.0,10.0,2,3.04,unknown
23045461,Private Bedroom in Modern Townhome with Balcony,https://a0.muscache.com/im/pictures/1ed98986-62fb-4795-963d-81bc85d5ac26.jpg?aki_policy=large,62043545,Victor,2016-03-07,within an hour,100%,2.0,Rainier Valley,Seattle,WA,98118,47.53517,-122.27888999999999,Townhouse,Private room,2,1.5,1.0,1.0,unknown,45,unknown,unknown,0.0,35.0,1,1,7,99.0,10.0,10.0,10.0,10.0,2,6.24,unknown
23045897,Modern Private Bedroom in New Townhome,https://a0.muscache.com/im/pictures/a60b1dc3-067f-4745-aec1-1701709c8dcd.jpg?aki_policy=large,62043545,Victor,2016-03-07,within an hour,100%,2.0,Rainier Valley,Seattle,WA,98118,47.53544,-122.28025,Townhouse,Private room,2,1.0,1.0,1.0,unknown,34,unknown,unknown,0.0,35.0,1,1,7,99.0,10.0,10.0,10.0,10.0,2,5.69,unknown
23060128,Cozy Apartment with Mountain Views,https://a0.muscache.com/im/pictures/2f5795d7-596d-476c-9be9-7c2b8731581c.jpg?aki_policy=large,17652544,Anmol,2014-07-04,within an hour,100%,0.0,Capitol Hill,Seattle,WA,98122,47.61752,-122.30868000000001,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,71,unknown,unknown,400.0,55.0,2,2,1125,98.0,10.0,10.0,10.0,9.0,1,3.79,unknown
23060625,Stroll to Pike Place from a Waterfront Condo with a Balcony,"https://a0.muscache.com/4ea/air/v2//pictures/812064da-c820-4811-812d-605268ae4aa2.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",171175671,Shirley,2018-02-01,within an hour,100%,1.0,Downtown,Seattle,WA,98101,47.60852,-122.34463000000001,Condominium,Entire home/apt,4,1.0,1.0,1.0,unknown,155,unknown,unknown,300.0,150.0,2,1,1125,98.0,10.0,10.0,10.0,10.0,1,6.59,unknown
23060857,"Private, Luxury Master Suite in Ballard",https://a0.muscache.com/im/pictures/1ea2fac4-35c9-45e0-8b92-f5c4df1d2e45.jpg?aki_policy=large,6654358,Becca,2015-04-10,within an hour,100%,3.0,Ballard,Seattle,WA,98107,47.67161,-122.36353000000001,House,Private room,2,1.0,1.0,1.0,unknown,99,unknown,unknown,300.0,0.0,1,2,5,100.0,10.0,10.0,10.0,10.0,3,0.1,unknown
23073963,Midcentury Dream near Beautiful Seward Park!,https://a0.muscache.com/im/pictures/bd4b2d76-e440-4d45-8bbe-46f5275a6899.jpg?aki_policy=large,806262,Joneil,2011-07-11,within an hour,100%,3.0,Seward Park,Seattle,WA,98118,47.538999999999994,-122.26625,Guest suite,Entire home/apt,4,1.0,2.0,2.0,unknown,101,unknown,unknown,0.0,100.0,2,3,365,100.0,10.0,10.0,10.0,10.0,1,0.24,unknown
23075059,Emerald City Studio,https://a0.muscache.com/im/pictures/591c46a7-4e66-42c5-a9d7-4d8af227e0e6.jpg?aki_policy=large,86157147,Lyle,2016-07-26,within an hour,100%,14.0,Downtown,Seattle,WA,98121,47.6182,-122.34553000000001,Apartment,Entire home/apt,4,1.0,0.0,2.0,unknown,108,unknown,unknown,0.0,75.0,4,2,60,98.0,10.0,10.0,10.0,10.0,12,5.36,unknown
23075077,Fabulous Fully Furn'd Apt. near U of W/U Village,https://a0.muscache.com/im/pictures/6c968b03-436e-435f-aa85-a534ef478298.jpg?aki_policy=large,171179153,Stephanie,2018-02-01,a few days or more,0%,1.0,Other neighborhoods,Seattle,WA,98105,47.66607,-122.29737,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,85,unknown,unknown,0.0,50.0,1,3,1125,97.0,10.0,10.0,10.0,10.0,1,1.16,unknown
23078922,2 Bedroom Space Needle  Corporate Housing DI,https://a0.muscache.com/im/pictures/c43bf8ea-a1c6-4810-adb2-e6f193b0066e.jpg?aki_policy=large,50550045,Day 1,2015-12-04,within an hour,100%,170.0,Downtown,Seattle,WA,98121,47.615629999999996,-122.34833,Apartment,Entire home/apt,4,1.0,2.0,2.0,unknown,199,unknown,unknown,300.0,180.0,1,5,1125,97.0,10.0,10.0,10.0,9.0,159,0.79,unknown
23080440,Roomy 4b/3bath Craftsman in the Heart of Seattle,https://a0.muscache.com/im/pictures/294687af-3a0a-4975-bbf0-afa176a706ac.jpg?aki_policy=large,5325329,Blair,2013-03-04,within an hour,94%,13.0,Other neighborhoods,Seattle,WA,98103,47.65475,-122.33491000000001,House,Entire home/apt,12,3.0,4.0,9.0,unknown,475,unknown,unknown,300.0,100.0,12,1,1125,93.0,9.0,9.0,10.0,9.0,13,6.59,unknown
23092180,Beautiful New Home in Ballard,https://a0.muscache.com/im/pictures/b8c1c276-b89a-480a-9324-a43af3fa2afe.jpg?aki_policy=large,171508856,Joshua,2018-02-03,unknown,unknown,1.0,Ballard,Seattle,WA,98107,47.66359,-122.36626000000001,Townhouse,Private room,2,2.5,3.0,3.0,unknown,100,unknown,unknown,500.0,0.0,1,30,35,99.0,10.0,10.0,10.0,10.0,1,1.51,unknown
23095083,Seattle Living with Personality and Convenience,https://a0.muscache.com/im/pictures/1a1c6da2-9703-4c44-8bb4-28fdf5df0eda.jpg?aki_policy=large,2559830,Eryn,2012-06-06,within a few hours,80%,1.0,Capitol Hill,Seattle,WA,98122,47.615429999999996,-122.31289,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,95,unknown,unknown,150.0,0.0,1,2,1125,95.0,10.0,9.0,10.0,9.0,1,0.95,unknown
23104353,Walk to Fremont Tech Scene|Wallingford Restaurants,https://a0.muscache.com/im/pictures/c6b84c20-7dd6-43b4-8eb8-2b3b779ac46b.jpg?aki_policy=large,171644120,Nick And Jen,2018-02-04,within an hour,100%,1.0,Other neighborhoods,Seattle,WA,98103,47.65318,-122.34201000000002,Townhouse,Entire home/apt,6,2.5,2.0,3.0,unknown,155,unknown,unknown,1000.0,217.0,1,2,1125,98.0,10.0,10.0,10.0,10.0,1,3.49,unknown
23110681,Amazing Family Friendly Home Close to Downtown,https://a0.muscache.com/im/pictures/ef27adbf-430c-4d18-9af8-914a20c00526.jpg?aki_policy=large,942921,Christine,2011-08-08,unknown,unknown,1.0,West Seattle,Seattle,WA,98136,47.52665,-122.39331999999999,House,Entire home/apt,5,1.0,1.0,2.0,unknown,125,unknown,unknown,0.0,50.0,1,2,1125,95.0,10.0,10.0,10.0,10.0,1,0.41,unknown
23111768,Head to Lincoln Park from a Tranquil Studio in West Seattle,"https://a0.muscache.com/4ea/air/v2//pictures/88aba5ce-4da5-4ce2-a056-efe4f4987a5b.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",5578667,Ken,2013-03-22,within an hour,100%,1.0,West Seattle,Seattle,WA,98126,47.54647,-122.37847,Guest suite,Entire home/apt,2,1.0,1.0,1.0,unknown,109,unknown,unknown,0.0,42.0,1,2,29,100.0,10.0,10.0,10.0,10.0,1,3.02,unknown
23112110,Spacious Loft in Seattle. Walk Everywhere!,https://a0.muscache.com/im/pictures/94609ee1-f1c1-4580-8be2-31ee8ae559e5.jpg?aki_policy=large,23097289,Charles,2014-10-29,within an hour,100%,1.0,Downtown,Seattle,WA,98121,47.61721,-122.34733,Loft,Entire home/apt,4,1.5,1.0,3.0,unknown,149,unknown,unknown,500.0,85.0,1,1,1125,95.0,10.0,10.0,10.0,9.0,1,3.45,unknown
23123906,Modern Cap Hill studio w/AMAZING views and rooftop,https://a0.muscache.com/im/pictures/f35af74f-b6d8-46aa-a2f4-3d0118fe5148.jpg?aki_policy=large,17069780,Paul,2014-06-21,within an hour,100%,1.0,Capitol Hill,Seattle,WA,98122,47.61562,-122.31232,Apartment,Entire home/apt,3,1.0,1.0,1.0,unknown,99,unknown,unknown,250.0,65.0,2,2,14,98.0,10.0,10.0,10.0,10.0,1,0.75,unknown
23124199,Modern Seattle Cottage,https://a0.muscache.com/im/pictures/1ef66afe-b0ad-44ff-afca-053a73f3ecad.jpg?aki_policy=large,5469163,Shelley,2013-03-15,within a few hours,100%,1.0,Rainier Valley,Seattle,WA,98144,47.58937,-122.28732,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,unknown,250,unknown,unknown,500.0,0.0,2,1,30,100.0,10.0,10.0,10.0,9.0,1,2.01,unknown
23127965,Queen Anne City-view Apartment,https://a0.muscache.com/im/pictures/cac5d939-1abc-4b88-a38e-d718f1e896b4.jpg?aki_policy=large,32058742,Martha & Josh,2015-04-27,within an hour,100%,1.0,Queen Anne,Seattle,WA,98109,47.629529999999995,-122.34883,Apartment,Entire home/apt,4,1.0,1.0,1.0,unknown,134,unknown,unknown,100.0,100.0,1,2,1125,99.0,10.0,10.0,10.0,10.0,1,6.31,unknown
23131508,Magnolia Private Gem,https://a0.muscache.com/im/pictures/df083184-33a7-4aeb-b1cd-2333f4a62b60.jpg?aki_policy=large,114862900,Martin,2017-02-04,within an hour,100%,1.0,Magnolia,Seattle,WA,98199,47.63901,-122.39533999999999,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,90,unknown,unknown,0.0,10.0,1,1,30,96.0,10.0,10.0,10.0,10.0,1,3.95,unknown
23131522,Mid-Century Home on Alki with Pool,https://a0.muscache.com/im/pictures/5d5943cc-7f0a-4bd0-8a90-392417420267.jpg?aki_policy=large,4924129,Kyle,2013-01-31,within an hour,90%,1.0,West Seattle,Seattle,WA,98116,47.58974,-122.39161000000001,House,Entire home/apt,8,2.0,3.0,5.0,unknown,160,unknown,unknown,100.0,74.0,8,2,1124,95.0,10.0,9.0,10.0,10.0,1,3.78,unknown
23132609,"West Seattle comfort, convenience, & coffee!",https://a0.muscache.com/im/pictures/e3e2fd4d-b152-40e0-87ad-69a23171d0cc.jpg?aki_policy=large,8464523,Zoe And Ben,2013-08-27,within an hour,100%,0.0,West Seattle,Seattle,WA,98136,47.54632,-122.38901000000001,Guest suite,Entire home/apt,4,1.0,1.0,2.0,unknown,65,unknown,unknown,0.0,30.0,1,1,1125,94.0,10.0,9.0,10.0,10.0,1,7.71,unknown
23132950,Ravenna/UW/Greenlake Charmer (Basement Queen Bed1),https://a0.muscache.com/im/pictures/13a69981-742d-43f5-b03b-f0537b41129c.jpg?aki_policy=large,5231696,Gil,2013-02-26,within an hour,100%,8.0,Other neighborhoods,Seattle,WA,98115,47.67318,-122.31889,House,Private room,2,1.0,1.0,1.0,unknown,41,unknown,unknown,0.0,35.0,1,2,1125,95.0,10.0,9.0,10.0,10.0,8,0.57,unknown
23133406,Ravenna/UW/Greenlake Charmer (Basement Queen Bed2),https://a0.muscache.com/im/pictures/294689f7-0285-4dd5-b6a8-03a93fbd6996.jpg?aki_policy=large,5231696,Gil,2013-02-26,within an hour,100%,8.0,Other neighborhoods,Seattle,WA,98115,47.67308,-122.31725,House,Private room,2,1.0,1.0,1.0,unknown,40,unknown,unknown,0.0,35.0,1,2,1125,95.0,10.0,9.0,10.0,10.0,8,1.37,unknown
23133750,Ravenna/UW/Greenlake Charmer (Basement Queen Bed3),https://a0.muscache.com/im/pictures/7c2e8e66-b8df-4e39-9fa1-febfc4e5e40f.jpg?aki_policy=large,5231696,Gil,2013-02-26,within an hour,100%,8.0,Other neighborhoods,Seattle,WA,98115,47.67288,-122.31846999999999,House,Private room,2,1.0,1.0,1.0,unknown,40,unknown,unknown,0.0,35.0,1,2,1124,94.0,10.0,9.0,10.0,9.0,8,1.78,unknown
23142445,Modern Private Guest Suite near Downtown,https://a0.muscache.com/im/pictures/8437bb41-2703-48f6-8be7-fa5f049f4715.jpg?aki_policy=large,16396482,Elly&John,2014-06-04,within an hour,100%,1.0,Central Area,Seattle,WA,98144,47.60053,-122.30627,Guest suite,Entire home/apt,2,1.0,0.0,1.0,unknown,65,unknown,unknown,0.0,40.0,1,1,7,97.0,10.0,10.0,10.0,10.0,1,6.22,unknown
23149303,Cap Hill Urban Loft w Patio @ Light Rail Stop,https://a0.muscache.com/im/pictures/c64ad40f-7805-41c4-90b5-637d951a5e0e.jpg?aki_policy=large,33848375,Leland,2015-05-20,unknown,unknown,1.0,Capitol Hill,Seattle,WA,98102,47.62039,-122.32082,Apartment,Entire home/apt,3,2.0,1.0,1.0,unknown,155,unknown,unknown,100.0,75.0,1,2,10,83.0,8.0,7.0,9.0,9.0,1,0.36,unknown
23149698,"Condo in downtown, close to Pike Place Market",https://a0.muscache.com/im/pictures/8b58cb48-80ed-43b7-95b9-7b492cfa3780.jpg?aki_policy=large,97361244,Craig & Dulce,2016-09-30,within an hour,100%,3.0,Downtown,Seattle,WA,98101,47.608270000000005,-122.33937,Condominium,Entire home/apt,2,1.0,1.0,1.0,unknown,109,unknown,unknown,250.0,75.0,2,4,6,99.0,10.0,10.0,10.0,10.0,1,3.09,unknown
23165740,Sunset On Puget Sound - Private Capitol Hill Suite,https://a0.muscache.com/im/pictures/94f96374-7df2-497a-8736-d90cf53fe2f8.jpg?aki_policy=large,148235059,101 Broadway,2017-08-29,within a day,95%,2.0,Capitol Hill,Seattle,WA,98122,47.61766,-122.3212,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,120,unknown,unknown,250.0,60.0,1,2,10,98.0,10.0,10.0,10.0,10.0,2,6.88,unknown
23170498,Cozy private space near Downtown & Cruise Terminal,https://a0.muscache.com/im/pictures/7285d85c-171e-489e-a3e4-d478c37abc98.jpg?aki_policy=large,39405128,Lucky,2015-07-24,unknown,unknown,1.0,Magnolia,Seattle,WA,98199,47.639070000000004,-122.40051000000001,House,Entire home/apt,2,1.0,1.0,1.0,unknown,70,unknown,unknown,0.0,50.0,2,1,30,98.0,10.0,10.0,10.0,10.0,1,2.53,unknown
23187433,"Modern, Chic Apt. 15 Minutes from Downtown Seattle",https://a0.muscache.com/im/pictures/4642fa1a-7436-44e7-9d92-31c0e88047f5.jpg?aki_policy=large,121688409,Evolve,2017-03-20,within an hour,91%,428.0,Other neighborhoods,Seattle,WA,98115,47.6763,-122.29228,Apartment,Entire home/apt,5,1.0,2.0,3.0,unknown,214,unknown,unknown,0.0,87.0,1,2,1125,93.0,9.0,10.0,9.0,9.0,16,0.46,unknown
23200594,Best views at Harbor Steps - a block to Pike Place,https://a0.muscache.com/im/pictures/68e89433-2d39-47bd-a3bb-785a3b2b2aa5.jpg?aki_policy=large,54518454,Debra,2016-01-13,within a few hours,96%,11.0,Downtown,Seattle,WA,98101,47.60576,-122.33793999999999,Serviced apartment,Hotel room,6,2.0,2.0,3.0,unknown,499,unknown,unknown,300.0,105.0,1,2,1125,98.0,10.0,10.0,10.0,9.0,9,0.99,unknown
23201936,Luxury Home with Beautiful Space Needle Views!⁴,https://a0.muscache.com/im/pictures/494ff80c-3995-4773-a1ce-42f434f8318f.jpg?aki_policy=large,80333752,Ashley & Mike,2016-06-27,within an hour,100%,5.0,Downtown,Seattle,WA,98121,47.61622,-122.35007,Condominium,Entire home/apt,5,1.0,1.0,1.0,unknown,199,unknown,unknown,500.0,60.0,2,1,90,99.0,10.0,10.0,10.0,10.0,4,5.8,unknown
23223183,Alki Beach Home's Quiet Private Lower Level,https://a0.muscache.com/im/pictures/70d57d42-47e8-4553-b308-027a15a6944c.jpg?aki_policy=large,15691270,Jeff,2014-05-18,within an hour,100%,1.0,West Seattle,Seattle,WA,98116,47.57383,-122.4101,Guest suite,Entire home/apt,2,1.0,1.0,1.0,unknown,80,unknown,unknown,300.0,60.0,1,2,14,93.0,10.0,10.0,10.0,9.0,1,2.59,unknown
23232692,Cozy Ballard 1BR,https://a0.muscache.com/im/pictures/7610ae7b-dfa1-45e1-88ab-aec1223298c1.jpg?aki_policy=large,27373768,Keith,2015-02-07,within an hour,100%,2.0,Ballard,Seattle,WA,98117,47.68404,-122.37815,Guest suite,Entire home/apt,4,1.0,1.0,1.0,unknown,90,unknown,unknown,0.0,40.0,2,3,1125,93.0,10.0,9.0,10.0,9.0,2,1.73,unknown
23233095,Warm Cozy Downtown and Capitol Hill,https://a0.muscache.com/im/pictures/b607c3b6-88c9-4fcc-ade0-3d486ea89085.jpg?aki_policy=large,107456887,Melissa,2016-12-16,within an hour,100%,5.0,Capitol Hill,Seattle,WA,98122,47.61605,-122.32664,Apartment,Entire home/apt,3,1.0,1.0,1.0,unknown,150,unknown,unknown,250.0,50.0,2,1,1125,97.0,10.0,10.0,10.0,10.0,3,5.15,unknown
