id,host_id,host_name,host_since,host_response_rate,host_listings_count,neighbourhood_group_cleansed,latitude,longitude,bathrooms,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,monthly_price ,bedrooms,beds,accommodates,zipcode_98052,zipcode_98101,zipcode_98102,zipcode_98103,zipcode_98104,zipcode_98104-4417,zipcode_98105,zipcode_98106,zipcode_98107,zipcode_98108,zipcode_98109,zipcode_98112,zipcode_98115,zipcode_98116,zipcode_98117,zipcode_98118,zipcode_98119,zipcode_98121,zipcode_98122,zipcode_98125,zipcode_98126,zipcode_98133,zipcode_98134,zipcode_98136,zipcode_98144,zipcode_98146,zipcode_98155,zipcode_98168,zipcode_98177,zipcode_98178,zipcode_98199,room_type_Hotel room,room_type_Private room,room_type_Shared room,host_response_time_unknown,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour
21006172,4124418,Ashish,11/11/12,100%,131,Downtown,47.60148,-122.33578,1,,200,unknown,unknown,150,60,1,2,1125,83,8,9,8,9,48,1.01,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21007518,4124418,Ashish,11/11/12,100%,131,Downtown,47.59941,-122.32302,1,,195,unknown,unknown,250,60,1,2,1125,100,10,10,10,10,48,0.1,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21007695,4124418,Ashish,11/11/12,100%,131,Downtown,47.5997,-122.33632,1,,200,unknown,unknown,150,60,1,2,1125,85,9,9,8,9,48,0.17,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21008151,4124418,Ashish,11/11/12,100%,131,Downtown,47.59893,-122.32201,1,,195,unknown,unknown,250,60,1,2,1125,70,7,7,8,9,48,0.1,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21008527,4124418,Ashish,11/11/12,100%,131,Downtown,47.59864,-122.32334,1,,195,unknown,unknown,250,60,1,2,1125,87,10,10,7,9,48,0.21,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21008622,4124418,Ashish,11/11/12,100%,131,Downtown,47.59849,-122.32169,1,,195,unknown,unknown,250,60,1,2,1125,98,9,9,10,10,48,0.45,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21010058,3105372,Eleanora,7/30/12,100%,1,Other neighborhoods,47.67297,-122.32373,1,,150,unknown,unknown,1000,75,2,2,30,99,10,10,10,10,1,5.04,unknown,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21011036,4124418,Ashish,11/11/12,100%,131,Downtown,47.59888,-122.32149,1,,195,unknown,unknown,250,60,1,2,1125,20,2,2,2,2,48,0.77,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21012009,4124418,Ashish,11/11/12,100%,131,Downtown,47.59845,-122.32185,1,,195,unknown,unknown,250,60,1,2,1125,100,10,10,10,10,48,0.79,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21012167,4124418,Ashish,11/11/12,100%,131,Downtown,47.59976,-122.32274,1,,195,unknown,unknown,250,60,1,2,1125,93,9,9,9,9,48,0.6,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21012899,4124418,Ashish,11/11/12,100%,131,Downtown,47.59857,-122.32113,1,,195,unknown,unknown,250,60,1,2,1125,90,9,10,10,10,48,0.1,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21013283,4124418,Ashish,11/11/12,100%,131,Downtown,47.59979,-122.32342,1,,195,unknown,unknown,250,60,1,2,1125,95,10,10,10,10,48,0.19,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21013305,28420265,Sherry,2/26/15,100%,12,Beacon Hill,47.58805,-122.31103,3.5,,350,unknown,unknown,300,150,6,2,1125,95,10,9,9,10,10,4.07,unknown,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21014515,67467952,Kimberly,4/16/16,100%,4,Queen Anne,47.63105,-122.36753,2,,425,unknown,unknown,500,125,1,2,1125,95,10,10,10,9,4,1.61,unknown,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21015000,67467952,Kimberly,4/16/16,100%,4,Queen Anne,47.63082,-122.36896,6,,1650,unknown,unknown,1000,350,1,2,1125,98,9,9,10,9,4,0.37,unknown,8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21019118,4124418,Ashish,11/11/12,100%,131,Downtown,47.59968,-122.32307,1,,195,unknown,unknown,250,60,1,2,1125,83,9,10,8,9,48,0.42,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21019339,4124418,Ashish,11/11/12,100%,131,Downtown,47.59949,-122.32297,1,,195,unknown,unknown,250,60,1,2,1125,100,10,10,9,9,48,0.12,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21019635,4124418,Ashish,11/11/12,100%,131,Downtown,47.59868,-122.32195,1,,195,unknown,unknown,250,60,1,2,1125,97,10,10,9,10,48,0.7,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21021720,4124418,Ashish,11/11/12,100%,131,Downtown,47.59983,-122.32262,1,,195,unknown,unknown,250,60,1,2,1125,93,9,9,9,9,48,0.71,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21022306,4124418,Ashish,11/11/12,100%,131,Downtown,47.59966,-122.32338,1,,195,unknown,unknown,250,60,1,2,1125,80,8,10,8,8,48,0.1,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21022707,4124418,Ashish,11/11/12,100%,131,Downtown,47.59889,-122.32316,1,,195,unknown,unknown,250,60,1,2,1125,100,10,10,10,10,48,0.24,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21023603,4124418,Ashish,11/11/12,100%,131,Downtown,47.60003,-122.32322,1,,195,unknown,unknown,250,60,1,2,1125,97,10,9,10,9,48,0.31,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21023631,49080339,Cora,11/15/15,100%,2,Other neighborhoods,47.66913,-122.33393,1,,150,unknown,unknown,100,40,3,1,8,100,10,10,10,10,1,0.15,unknown,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21023969,4124418,Ashish,11/11/12,100%,131,Downtown,47.59831,-122.32183,1,,195,unknown,unknown,250,60,1,2,1125,100,10,8,10,10,48,0.06,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21024281,4124418,Ashish,11/11/12,100%,131,Downtown,47.59997,-122.32337,1,,195,unknown,unknown,250,60,1,2,1125,100,10,10,9,10,48,0.34,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21025055,140236800,TurnKey Vacation Rentals,7/13/17,100%,64,West Seattle,47.57543,-122.41022,2.5,,99,unknown,unknown,0,214,4,2,1125,80,10,10,10,8,49,0.16,unknown,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21025811,4124418,Ashish,11/11/12,100%,131,Downtown,47.60013,-122.32294,1,,195,unknown,unknown,250,60,1,2,1125,100,9,10,10,10,48,0.13,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21026036,4124418,Ashish,11/11/12,100%,131,Downtown,47.59878,-122.32297,1,,195,unknown,unknown,250,60,1,2,1125,97,9,9,9,9,48,0.34,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21029544,95440067,Marsha,9/16/16,100%,1,Other neighborhoods,47.68043,-122.30023,2,,200,unknown,unknown,400,125,7,2,1125,100,10,10,10,10,1,3.52,unknown,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21039284,101315084,Skye,10/26/16,100%,3,West Seattle,47.55365,-122.3923,1,,105,unknown,unknown,0,85,2,3,20,97,10,10,10,10,1,1.58,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21040330,3521645,Olaiya,9/10/12,100%,1,Seward Park,47.55087,-122.27204,1,,37,unknown,unknown,800,75,2,2,14,99,10,10,10,10,1,1.6,unknown,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21043222,30884230,Vanessa,4/9/15,100%,1,Other neighborhoods,47.68278,-122.35148,1,,79,unknown,unknown,150,80,4,3,9,98,10,10,10,10,1,2.44,unknown,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21043382,1037115,Rose And Glen,8/30/11,100%,11,Cascade,47.6362,-122.34088,1.5,,85,unknown,unknown,300,35,2,28,210,100,10,10,10,10,5,0.09,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21045608,2934822,Jody,7/14/12,100%,1,Ballard,47.67068,-122.39139,1,,81,unknown,unknown,0,50,1,3,10,100,10,10,10,10,1,0.25,unknown,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21066110,151794482,Sonal,9/23/17,100%,1,Magnolia,47.6475,-122.3829,1,,50,unknown,unknown,0,20,2,1,1125,94,9,9,10,9,1,6.08,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21077859,4730169,Magic,1/16/13,100%,13,Central Area,47.60735,-122.31603,1,,195,unknown,unknown,0,55,4,1,1125,97,10,10,10,9,13,7.77,unknown,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21079628,140601291,Rekko,7/15/17,99%,8,Queen Anne,47.63113,-122.35934,1,,80,unknown,unknown,150,45,2,1,10,96,10,9,10,9,7,7.15,unknown,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21080282,43966654,Jon & Barb,9/11/15,100%,1,Magnolia,47.64647,-122.38452,1,,80,unknown,unknown,0,39,1,1,27,99,10,10,10,10,1,9.66,unknown,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21081142,151696261,Ann,9/22/17,100%,1,Other neighborhoods,47.67079,-122.27305,2,,88,unknown,unknown,1000,150,1,7,365,100,10,10,10,10,1,1.59,unknown,3,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21082007,5308727,John,3/3/13,100%,2,Queen Anne,47.64684,-122.3746,1,,55,unknown,unknown,0,50,1,2,1125,99,10,10,10,9,2,1.28,unknown,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21083203,34117957,Ronak,5/24/15,100%,1,Magnolia,47.6495,-122.38669,1,,89,unknown,unknown,200,49,2,1,60,97,10,9,10,10,1,1.08,unknown,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
21083795,151988464,NJ And Sandy,9/25/17,100%,1,Downtown,47.60829,-122.3435,1,,195,unknown,unknown,500,115,1,3,30,99,10,10,10,10,1,4.38,unknown,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21093691,126845814,Laura,4/21/17,100%,1,Capitol Hill,47.62257,-122.30231,1,,74,unknown,unknown,0,40,2,1,180,92,9,9,10,9,1,6.01,unknown,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21099334,2205509,Grace,4/23/12,unknown,2,Central Area,47.60114,-122.299,1.5,,75,unknown,unknown,0,10,1,2,100,100,10,9,10,10,2,0.13,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
21108046,113884226,Cindy,1/29/17,100%,2,Other neighborhoods,47.6533,-122.33459,1.5,,35,unknown,unknown,0,25,1,5,1125,100,10,10,10,10,2,2.57,unknown,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
21109785,6905122,Herbert,6/14/13,100%,1,Other neighborhoods,47.52449,-122.33245,1,,55,unknown,unknown,100,0,1,1,31,95,10,10,9,10,1,3.99,unknown,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21110270,59838217,Ken,2/22/16,100%,1,Capitol Hill,47.62725,-122.30778,1.5,,300,unknown,unknown,1000,150,4,1,1125,99,10,10,10,10,1,3.54,unknown,4,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21110779,6635247,Gene,5/29/13,100%,1,Downtown,47.60981,-122.34236,1,,125,unknown,unknown,0,50,1,2,1125,98,10,10,10,10,1,2.03,unknown,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21114155,83196787,Lori & Greg,7/12/16,100%,2,West Seattle,47.53113,-122.38795,1.5,,125,unknown,unknown,250,25,4,2,25,100,10,10,10,10,2,0.38,unknown,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21121860,2645609,Marc,6/15/12,100%,1,Other neighborhoods,47.67328,-122.32687,1,,120,unknown,unknown,200,50,3,2,31,99,10,10,10,10,1,5.71,unknown,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21122501,91376866,Sarah,8/22/16,100%,1,Other neighborhoods,47.69774,-122.34861,1,,100,unknown,unknown,0,60,2,2,1125,96,10,9,10,10,1,0.52,unknown,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21139428,56435981,Paul,1/28/16,100%,2,Rainier Valley,47.56183,-122.29073,2,,450,unknown,unknown,500,150,4,1,29,89,9,9,9,9,2,3.72,unknown,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21140207,131989775,Zening,5/25/17,unknown,1,West Seattle,47.58903,-122.38394,1,,80,unknown,unknown,100,20,1,1,30,94,10,9,10,10,1,2.9,unknown,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21142733,84157454,Benjamin,7/16/16,88%,1,Central Area,47.60105,-122.29778,1.5,,185,unknown,unknown,0,100,4,2,60,98,10,10,10,10,1,3.01,unknown,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21148583,68052625,Maura,4/20/16,100%,2,Seward Park,47.56161,-122.27569,1,,186,unknown,unknown,200,75,2,30,1123,90,10,10,10,10,1,0.32,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21153013,82184221,Baoli (Jasmine),7/6/16,100%,1,Beacon Hill,47.53981,-122.28718,1,,37,unknown,unknown,0,15,1,2,26,98,10,10,10,10,1,8.31,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21155590,149435895,Allyson,9/6/17,100%,2,West Seattle,47.5773,-122.41393,1,,57,unknown,unknown,200,75,1,2,1125,98,10,10,10,10,2,3.08,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21161209,13068968,Sara & Barry,3/12/14,100%,2,Ballard,47.666,-122.36694,1,,95,unknown,unknown,300,35,1,2,21,100,10,10,10,10,2,0.79,unknown,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21162357,69086388,Sarah,4/26/16,100%,1,Central Area,47.60312,-122.29767,1,,150,unknown,unknown,0,20,1,2,14,99,10,10,10,10,1,3.5,unknown,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21162392,152734194,Ella,9/30/17,99%,11,Central Area,47.60314,-122.31287,1,,88,unknown,unknown,0,40,1,1,30,89,10,10,9,9,11,6.8,unknown,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21162883,7700247,Elizabeth,7/24/13,unknown,1,Other neighborhoods,47.68988,-122.33318,1,,35,unknown,unknown,0,0,1,1,7,97,10,10,10,10,1,0.72,unknown,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21164016,54410852,Amy,1/12/16,67%,4,Central Area,47.59992,-122.2962,1,,107,unknown,unknown,300,125,2,4,1125,84,8,10,10,9,4,0.3,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
21170317,62648116,Steve,3/12/16,100%,1,Queen Anne,47.63621,-122.35586,3,,425,unknown,unknown,1000,295,6,3,30,100,10,10,10,10,1,0.9,unknown,5,6,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21175123,113311459,Brian,1/25/17,100%,1,Cascade,47.63731,-122.32803,2,,126,unknown,unknown,200,125,5,2,45,98,10,10,10,10,1,6.34,unknown,2,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21175800,20468194,Binh,8/24/14,100%,1,West Seattle,47.55846,-122.38225,1,,67,unknown,unknown,0,30,1,1,30,98,10,10,10,10,1,1.01,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21176143,17167788,Gabriella & Paul,6/23/14,100%,1,Other neighborhoods,47.7008,-122.35702,1,,80,unknown,unknown,400,45,2,1,28,99,10,10,10,10,1,5.55,unknown,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21176487,4271645,Sarah,11/28/12,100%,1,Ballard,47.68684,-122.39618,1,,132,unknown,unknown,150,50,2,2,1125,100,10,10,10,10,1,0.28,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21176703,49375630,Will,11/18/15,100%,3,Capitol Hill,47.62421,-122.32665,1,,110,unknown,unknown,200,40,2,1,21,99,10,10,10,10,3,9.22,unknown,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21177078,28917785,Gary,3/7/15,100%,4,Capitol Hill,47.62952,-122.30965,1,,90,unknown,unknown,0,60,2,2,25,91,10,10,10,10,3,1.58,unknown,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21177098,57314912,Michelle & Paul,2/3/16,100%,1,Cascade,47.63248,-122.34296,1,,200,unknown,unknown,200,0,1,2,1125,95,9,10,10,9,1,0.93,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21177601,15621108,Julie,5/16/14,86%,1,Central Area,47.59851,-122.29629,1,,74,unknown,unknown,100,70,4,2,30,98,10,10,10,10,1,3.89,unknown,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21188538,86391649,Anna,7/27/16,90%,1,Other neighborhoods,47.67989,-122.30128,1,,65,unknown,unknown,100,55,4,2,1125,95,10,9,10,9,1,2.84,unknown,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21189232,5758062,Eric,4/3/13,100%,1,West Seattle,47.56788,-122.39171,2,,199,unknown,unknown,250,65,1,2,365,98,10,10,10,10,1,2.72,unknown,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21190824,72424,Jesse,1/21/10,unknown,1,Capitol Hill,47.64141,-122.31536,1,,90,unknown,unknown,195,50,2,2,10,99,10,10,10,10,1,2.84,unknown,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21199701,49209595,Heather,11/16/15,100%,1,Rainier Valley,47.55621,-122.28811,1,,189,unknown,unknown,300,125,4,2,1125,99,10,10,10,9,1,3.08,unknown,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21201547,20,Jennifer,3/3/08,unknown,1,Downtown,47.59757,-122.33346,1,,110,unknown,unknown,0,50,1,3,8,95,10,10,10,10,1,0.17,unknown,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21205931,13110325,Bob & Jeanette,3/13/14,100%,1,Northgate,47.70665,-122.31316,1,,90,unknown,unknown,200,35,1,2,28,99,10,10,10,10,1,4.37,unknown,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21206836,83331742,Dewey,7/12/16,100%,3,Downtown,47.60982,-122.33996,1,,199,unknown,unknown,300,65,1,1,1125,97,10,9,10,9,2,8.23,unknown,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21207582,20618572,Michael,8/27/14,100%,32,Other neighborhoods,47.65407,-122.33786,3.5,,287,unknown,unknown,500,300,12,2,1125,97,9,10,10,9,1,3.23,unknown,6,7,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21213854,8636983,Amy,9/4/13,100%,1,Other neighborhoods,47.67156,-122.34075,1,,150,unknown,unknown,250,125,4,2,1125,99,10,10,10,10,1,3.9,unknown,2,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
